1	0	0.00
2	0	0.00
3	0	0.00
4	0	0.00
5	0	0.00
6	0	0.00
7	0	0.00
8	0	0.00
9	0	0.00
10	0	0.00
11	0	0.00
12	0	0.00
13	1	0.22
14	2	0.44
15	5	1.10
16	3	0.66
17	8	1.76
18	19	4.19
19	17	3.74
20	25	5.51
21	24	5.29
22	28	6.17
23	30	6.61
24	27	5.95
25	38	8.37
26	32	7.05
27	23	5.07
28	18	3.96
29	24	5.29
30	20	4.41
31	22	4.85
32	12	2.64
33	18	3.96
34	11	2.42
35	10	2.20
36	8	1.76
37	7	1.54
38	2	0.44
39	4	0.88
40	2	0.44
41	3	0.66
42	2	0.44
43	0	0.00
44	1	0.22
45	1	0.22
46	0	0.00
47	2	0.44
48	0	0.00
49	0	0.00
50	0	0.00
51	1	0.22
52	0	0.00
53	2	0.44
54	0	0.00
55	0	0.00
56	0	0.00
57	0	0.00
58	0	0.00
59	2	0.44
