1	51500
2	29033
3	17022
4	12200
5	10199
6	8443
7	7319
8	6262
9	5552
10	4800
11	4233
12	3755
13	3495
14	3076
15	2898
16	2467
17	2275
18	2031
19	1894
20	1736
21	1535
22	1432
23	1250
24	1188
25	1058
26	953
27	908
28	792
29	736
30	680
31	621
32	568
33	460
34	506
35	406
36	408
37	339
38	321
39	263
40	295
41	263
42	226
43	197
44	177
45	189
46	160
47	162
48	144
49	140
50	115
51	93
52	114
53	93
54	86
55	81
56	75
57	55
58	64
59	54
60	41
61	51
62	44
63	36
64	33
65	36
66	40
67	24
68	28
69	27
70	24
71	15
72	17
73	25
74	14
75	19
76	15
77	13
78	14
79	7
80	17
81	10
82	7
83	7
84	12
85	9
86	6
87	8
88	7
89	7
90	4
91	10
92	4
93	1
94	3
95	1
96	5
97	7
98	4
99	5
100	3
101	2
102	1
103	1
104	3
105	1
106	1
107	2
108	2
109	2
110	1
111	0
112	1
113	1
114	0
115	0
116	1
117	1
118	1
119	1
120	0
121	1
122	1
123	0
124	1
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	1
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	1
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	2
