1	0	0.00
2	0	0.00
3	0	0.00
4	0	0.00
5	0	0.00
6	0	0.00
7	0	0.00
8	0	0.00
9	0	0.00
10	0	0.00
11	0	0.00
12	0	0.00
13	0	0.00
14	0	0.00
15	0	0.00
16	0	0.00
17	0	0.00
18	1	0.21
19	0	0.00
20	0	0.00
21	0	0.00
22	0	0.00
23	0	0.00
24	2	0.43
25	0	0.00
26	0	0.00
27	0	0.00
28	2	0.43
29	1	0.21
30	2	0.43
31	3	0.64
32	2	0.43
33	2	0.43
34	1	0.21
35	4	0.85
36	5	1.07
37	7	1.49
38	4	0.85
39	2	0.43
40	5	1.07
41	8	1.71
42	6	1.28
43	4	0.85
44	6	1.28
45	11	2.35
46	4	0.85
47	8	1.71
48	4	0.85
49	10	2.13
50	11	2.35
51	7	1.49
52	10	2.13
53	11	2.35
54	11	2.35
55	11	2.35
56	6	1.28
57	12	2.56
58	10	2.13
59	7	1.49
60	4	0.85
61	10	2.13
62	9	1.92
63	12	2.56
64	6	1.28
65	11	2.35
66	14	2.99
67	9	1.92
68	9	1.92
69	6	1.28
70	6	1.28
71	6	1.28
72	6	1.28
73	5	1.07
74	5	1.07
75	12	2.56
76	11	2.35
77	8	1.71
78	6	1.28
79	4	0.85
80	9	1.92
81	5	1.07
82	3	0.64
83	4	0.85
84	3	0.64
85	6	1.28
86	4	0.85
87	7	1.49
88	5	1.07
89	5	1.07
90	2	0.43
91	8	1.71
92	2	0.43
93	0	0.00
94	2	0.43
95	0	0.00
96	4	0.85
97	5	1.07
98	3	0.64
99	5	1.07
100	2	0.43
101	1	0.21
102	1	0.21
103	1	0.21
104	2	0.43
105	1	0.21
106	1	0.21
107	2	0.43
108	2	0.43
109	2	0.43
110	1	0.21
111	0	0.00
112	1	0.21
113	1	0.21
114	0	0.00
115	0	0.00
116	1	0.21
117	1	0.21
118	1	0.21
119	1	0.21
120	0	0.00
121	1	0.21
122	1	0.21
123	0	0.00
124	1	0.21
125	0	0.00
126	0	0.00
127	0	0.00
128	0	0.00
129	0	0.00
130	0	0.00
131	0	0.00
132	0	0.00
133	0	0.00
134	0	0.00
135	0	0.00
136	0	0.00
137	0	0.00
138	0	0.00
139	0	0.00
140	0	0.00
141	0	0.00
142	0	0.00
143	0	0.00
144	0	0.00
145	0	0.00
146	0	0.00
147	0	0.00
148	0	0.00
149	0	0.00
150	0	0.00
151	0	0.00
152	0	0.00
153	0	0.00
154	0	0.00
155	0	0.00
156	1	0.21
157	0	0.00
158	0	0.00
159	0	0.00
160	0	0.00
161	0	0.00
162	0	0.00
163	0	0.00
164	0	0.00
165	0	0.00
166	0	0.00
167	0	0.00
168	0	0.00
169	0	0.00
170	0	0.00
171	0	0.00
172	0	0.00
173	0	0.00
174	0	0.00
175	0	0.00
176	0	0.00
177	0	0.00
178	0	0.00
179	0	0.00
180	0	0.00
181	0	0.00
182	2	0.43
