1	17	100.00
2	17	100.00
3	17	100.00
4	17	100.00
5	17	100.00
6	17	100.00
7	17	100.00
8	17	100.00
9	17	100.00
10	17	100.00
11	17	100.00
12	17	100.00
13	17	100.00
14	17	100.00
15	17	100.00
16	17	100.00
17	17	100.00
18	17	100.00
19	17	100.00
20	17	100.00
21	17	100.00
22	17	100.00
23	17	100.00
24	17	100.00
25	17	100.00
26	17	100.00
27	17	100.00
28	17	100.00
29	17	100.00
30	17	100.00
31	17	100.00
32	17	100.00
33	17	100.00
34	17	100.00
35	17	100.00
36	17	100.00
37	17	100.00
38	17	100.00
39	17	100.00
40	17	100.00
41	16	94.12
42	16	94.12
43	16	94.12
44	16	94.12
45	15	88.24
46	14	82.35
47	14	82.35
48	14	82.35
49	13	76.47
50	13	76.47
51	12	70.59
52	12	70.59
53	12	70.59
54	12	70.59
55	11	64.71
56	11	64.71
57	11	64.71
58	11	64.71
59	11	64.71
60	9	52.94
61	9	52.94
62	9	52.94
63	8	47.06
64	7	41.18
65	6	35.29
66	6	35.29
67	6	35.29
68	4	23.53
69	4	23.53
70	4	23.53
71	4	23.53
72	4	23.53
73	4	23.53
74	4	23.53
75	4	23.53
76	4	23.53
77	4	23.53
78	4	23.53
79	4	23.53
80	4	23.53
81	4	23.53
82	3	17.65
83	3	17.65
84	2	11.76
85	2	11.76
86	2	11.76
87	1	5.88
